price,bedrooms,bathrooms,address,property_type,url
450000,3,3.0,"Delfryn, Miskin, Pontyclun, CF72",Detached,https://www.rightmove.co.uk/properties/163537031#/?channel=RES_BUY
325000,4,3.0,"Fleming Walk, Church Village, Pontypridd, CF38",Town House,https://www.rightmove.co.uk/properties/163536737#/?channel=RES_BUY
500000,5,2.0,"Superb Family House, Ffos-Y-Fran, Bassaleg",Detached,https://www.rightmove.co.uk/properties/163536578#/?channel=RES_BUY
245000,2,1.0,"Gwern Catherine, Capel Llanilltern, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163536206#/?channel=RES_BUY
440000,4,2.0,"Skomer Island Way, Caerphilly",Detached,https://www.rightmove.co.uk/properties/156939389#/?channel=RES_BUY
425000,4,1.0,"Cae'r Fferm, Caerphilly, CF83",Detached,https://www.rightmove.co.uk/properties/163529105#/?channel=RES_BUY
275000,3,2.0,"Campbell Drive, Cardiff Bay, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163528757#/?channel=RES_BUY
210000,3,1.0,"Brynbala Way, Rumney, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163527209#/?channel=RES_BUY
360000,2,1.0,"Pencoedtre Lane, Barry, CF63",Detached Bungalow,https://www.rightmove.co.uk/properties/158283656#/?channel=RES_BUY
205000,3,1.0,"Owen Street, Rhydyfelin, Pontypridd",Terraced,https://www.rightmove.co.uk/properties/163524248#/?channel=RES_BUY
325000,3,3.0,"Taliesin Court, Century Wharf, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163522367#/?channel=RES_BUY
207995,2,1.0,"Ffordd Dinefwr, Creigiau, Cardiff",Terraced,https://www.rightmove.co.uk/properties/158624144#/?channel=RES_BUY
435000,3,2.0,"St. Davids Road, Miskin, Pontyclun",Detached Bungalow,https://www.rightmove.co.uk/properties/163518569#/?channel=RES_BUY
240000,3,1.0,"Countisbury Avenue, Llanrumney, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/162540098#/?channel=RES_BUY
380000,3,1.0,"Ty Pica Drive, CARDIFF",Detached Bungalow,https://www.rightmove.co.uk/properties/163514987#/?channel=RES_BUY
375000,4,3.0,"Sanatorium Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163514753#/?channel=RES_BUY
260000,2,1.0,"Ninian Road, Cardiff, CF23 5EE",Flat,https://www.rightmove.co.uk/properties/163513109#/?channel=RES_BUY
399995,3,1.0,"Felin Fach, Whitchurch, Cardiff, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/161911568#/?channel=RES_BUY
200000,1,1.0,"Albert Crescent, Penarth",Apartment,https://www.rightmove.co.uk/properties/156238361#/?channel=RES_BUY
230000,2,1.0,"Hoelion Grove, Rogerstone, NP10",Terraced,https://www.rightmove.co.uk/properties/162840440#/?channel=RES_BUY
300000,3,1.0,"Lon-Y-Garwa, Caerphilly, CF83",Semi-Detached,https://www.rightmove.co.uk/properties/163503779#/?channel=RES_BUY
500000,4,2.0,"Warren Drive, Caerphilly, CF83 1HQ",Semi-Detached,https://www.rightmove.co.uk/properties/163502729#/?channel=RES_BUY
225000,2,1.0,"Carisbrooke Way, Penylan, Cardiff",Maisonette,https://www.rightmove.co.uk/properties/161365412#/?channel=RES_BUY
245000,3,1.0,"Widecombe Drive, Rumney, Cardiff. CF3",Semi-Detached,https://www.rightmove.co.uk/properties/162617036#/?channel=RES_BUY
325000,2,2.0,"Pantmawr Road, Whitchurch, Cardiff",Cottage,https://www.rightmove.co.uk/properties/158269031#/?channel=RES_BUY
495000,3,3.0,"Brynteg Lane, Brynteg, Llantrisant, Rhondda Cynon Taff. CF72 8LS",Semi-Detached,https://www.rightmove.co.uk/properties/163497488#/?channel=RES_BUY
240000,3,1.0,"Burnham Avenue, Cardiff",Terraced,https://www.rightmove.co.uk/properties/161918663#/?channel=RES_BUY
400000,4,2.0,"Grand Avenue, Cardiff",Detached,https://www.rightmove.co.uk/properties/163268633#/?channel=RES_BUY
375000,2,1.0,"Machen Street, Penarth",Terraced,https://www.rightmove.co.uk/properties/163492826#/?channel=RES_BUY
370000,4,1.0,"White Farm, Barry",Detached,https://www.rightmove.co.uk/properties/163492802#/?channel=RES_BUY
250000,4,1.0,"Ynyscorrwg Road, Pontypridd",Semi-Detached,https://www.rightmove.co.uk/properties/163492760#/?channel=RES_BUY
219950,3,1.0,"Hawthorn Crescent, Hawthorn, Pontypridd, CF37 5BA",End of Terrace,https://www.rightmove.co.uk/properties/163488158#/?channel=RES_BUY
499995,3,2.0,"Duffryn Close, St. Nicholas, The Vale Of Glamorgan, CF5 6SS",Semi-Detached,https://www.rightmove.co.uk/properties/163488869#/?channel=RES_BUY
260000,2,2.0,"Chandlery Way, Cardiff",Flat,https://www.rightmove.co.uk/properties/163487255#/?channel=RES_BUY
375000,3,1.0,"Beatrice Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163486916#/?channel=RES_BUY
215000,2,1.0,"Heol Y Carw, Thornhill, Cardiff, CF14",Terraced,https://www.rightmove.co.uk/properties/160643036#/?channel=RES_BUY
235000,2,2.0,"York Street, Canton, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163738463#/?channel=RES_BUY
200000,2,1.0,"Herons Way, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/163484027#/?channel=RES_BUY
235000,2,1.0,"York Street, Canton, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163678562#/?channel=RES_BUY
250000,3,1.0,"De Braose Close, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163482473#/?channel=RES_BUY
210000,3,1.0,"Chestnut Street, Pontypridd",Semi-Detached,https://www.rightmove.co.uk/properties/163482395#/?channel=RES_BUY
410000,3,1.0,"Llandaff Road, Canton, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162978203#/?channel=RES_BUY
289995,4,1.0,"Oakfield Crescent, Tonteg, Pontypridd, CF38",Semi-Detached,https://www.rightmove.co.uk/properties/163478729#/?channel=RES_BUY
275000,2,1.0,"Queen Street, Tongwynlais, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163478306#/?channel=RES_BUY
200000,3,1.0,"The Hawthorns, Cardiff, ",Terraced,https://www.rightmove.co.uk/properties/161068940#/?channel=RES_BUY
220000,2,1.0,"Cherry Orchard Road, Lisvane, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163472165#/?channel=RES_BUY
260000,2,1.0,"Cwm-Cwddy Drive, Bassaleg, Newport",Detached Bungalow,https://www.rightmove.co.uk/properties/163472168#/?channel=RES_BUY
225000,3,1.0,"Singleton Road, Splott, Cardiff, CF24",End of Terrace,https://www.rightmove.co.uk/properties/163504898#/?channel=RES_BUY
400000,4,2.0,"Nettlefolds Crescent, Rogerstone, Newport",Detached,https://www.rightmove.co.uk/properties/162372263#/?channel=RES_BUY
350000,3,2.0,"White Cross Lane, Caerphilly, CF83",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/163471319#/?channel=RES_BUY
250000,3,2.0,"Willow Grove, Cardiff, CF3",Detached,https://www.rightmove.co.uk/properties/162998696#/?channel=RES_BUY
260000,3,1.0,"Ynys Bery Close, Caerphilly",Semi-Detached,https://www.rightmove.co.uk/properties/149148971#/?channel=RES_BUY
300000,0,0.0,"Lot 2 - Approximately 33.96 acres of land at Tyn Y Coed Farm, Bonvilston, Vale of Glamorgan, CF5 6TQ",Farm Land,https://www.rightmove.co.uk/properties/163465307#/?channel=COM_BUY
425000,4,2.0,"Romilly Crescent, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163463576#/?channel=RES_BUY
365000,3,2.0,"Barnfield Close, Pontprennau, Cardiff",Detached,https://www.rightmove.co.uk/properties/161463446#/?channel=RES_BUY
225000,3,1.0,"Salop Street, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/163462952#/?channel=RES_BUY
259950,2,2.0,"Flat 6, Alexandra Court, The Esplanade, Penarth, CF64 3LA",Flat,https://www.rightmove.co.uk/properties/163462175#/?channel=RES_BUY
355000,3,2.0,"Court Road South, Caerphilly, CF83 2QW",Semi-Detached,https://www.rightmove.co.uk/properties/163461560#/?channel=RES_BUY
240000,2,1.0,"Hirwain Street, Cathays, Cardiff",Terraced,https://www.rightmove.co.uk/properties/160841066#/?channel=RES_BUY
395000,3,1.0,"Ash Grove, Whitchurch, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163458758#/?channel=RES_BUY
275000,2,1.0,"Lavernock Road, Penarth",Terraced,https://www.rightmove.co.uk/properties/163457018#/?channel=RES_BUY
245000,3,1.0,"Deere Road, Llantwit Fardre, Pontypridd",Semi-Detached,https://www.rightmove.co.uk/properties/163456352#/?channel=RES_BUY
270000,3,1.0,"Llanarth Street, Caerphilly, CF83",Terraced,https://www.rightmove.co.uk/properties/159835619#/?channel=RES_BUY
425000,3,2.0,"Woodvale Avenue, Cardiff",Detached,https://www.rightmove.co.uk/properties/160793327#/?channel=RES_BUY
260000,3,1.0,"Brynhyfryd Terrace, Machen, CF83",Semi-Detached,https://www.rightmove.co.uk/properties/163451021#/?channel=RES_BUY
270000,4,1.0,"Harris Avenue, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163449437#/?channel=RES_BUY
280000,3,1.0,"Brigantine Grove, Newport",Detached,https://www.rightmove.co.uk/properties/163447370#/?channel=RES_BUY
275000,3,1.0,"Jasmine Drive, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163447166#/?channel=RES_BUY
239950,3,1.0,"Oak Street, Rhydyfelin, Pontypridd",Terraced,https://www.rightmove.co.uk/properties/163446875#/?channel=RES_BUY
279950,3,1.0,"Main Road, Church Village, Pontypridd, CF38 1RL",Semi-Detached,https://www.rightmove.co.uk/properties/163446569#/?channel=RES_BUY
275000,2,1.0,"Sturminster Road, Penylan, Cardiff, CF23",Apartment,https://www.rightmove.co.uk/properties/163444763#/?channel=RES_BUY
210000,2,1.0,"Thomas Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163444427#/?channel=RES_BUY
410000,4,2.0,"Woodlawn Way, Thornhill, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/163376111#/?channel=RES_BUY
250000,2,1.0,"Queen Street, Tongwynlais, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163443770#/?channel=RES_BUY
300000,4,1.0,"Bryn Pinwydden, Cardiff, CF23",Semi-Detached,https://www.rightmove.co.uk/properties/163440560#/?channel=RES_BUY
205000,2,2.0,"Admiral House, City Centre",Penthouse,https://www.rightmove.co.uk/properties/160448093#/?channel=RES_BUY
360000,3,2.0,"Kings Drive, Cardiff",Detached,https://www.rightmove.co.uk/properties/163439339#/?channel=RES_BUY
500000,3,3.0,"Greyfriars Road, Cardiff",Penthouse,https://www.rightmove.co.uk/properties/156263957#/?channel=RES_BUY
270000,3,2.0,"Small Meadow Court, Caerphilly, CF83",Semi-Detached,https://www.rightmove.co.uk/properties/163434164#/?channel=RES_BUY
310000,3,2.0,"Whitefield Road, Cardiff, CF14",Semi-Detached,https://www.rightmove.co.uk/properties/160015679#/?channel=RES_BUY
225000,3,1.0,"Railway Street, Splott",Terraced,https://www.rightmove.co.uk/properties/163431986#/?channel=RES_BUY
350000,3,1.0,"Heol Tyddyn, Caerphilly",Detached,https://www.rightmove.co.uk/properties/163430522#/?channel=RES_BUY
200000,3,1.0,"Woodlands Road, Barry",Terraced,https://www.rightmove.co.uk/properties/163429700#/?channel=RES_BUY
325000,3,1.0,"Garth Hill, Gwaelod-Y-Garth, Cardiff",Cottage,https://www.rightmove.co.uk/properties/163429688#/?channel=RES_BUY
349950,4,2.0,"Brunswick Street, Canton, Cardiff",Block of Apartments,https://www.rightmove.co.uk/properties/163427810#/?channel=RES_BUY
315000,3,2.0,"Amethyst Road, Fairwater, Cardiff CF5 3NU",End of Terrace,https://www.rightmove.co.uk/properties/163427618#/?channel=RES_BUY
270000,2,2.0,"The Hayes, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163426997#/?channel=RES_BUY
385000,4,1.0,"Despenser Avenue, Llantrisant, Pontyclun, Rhondda Cynon Taff. CF72 8QA",Detached,https://www.rightmove.co.uk/properties/163426094#/?channel=RES_BUY
260000,2,1.0,"Goetre Fawr, Radyr, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163425920#/?channel=RES_BUY
337500,3,2.0,"Trem Elai, Penarth",House,https://www.rightmove.co.uk/properties/161926148#/?channel=RES_BUY
210000,2,1.0,"Skibereen Close, Pontprennau, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163424618#/?channel=RES_BUY
210000,3,1.0,"Bedwas Road, Caerphilly, CF83 3AT",Terraced,https://www.rightmove.co.uk/properties/157266710#/?channel=RES_BUY
310000,4,,"Conway Crescent, Tonteg, CF38 1HP",Semi-Detached,https://www.rightmove.co.uk/properties/163421117#/?channel=RES_BUY
210000,3,1.0,"Janet Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/159996785#/?channel=RES_BUY
375000,3,1.0,"Bwlch Road, Fairwater, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163420541#/?channel=RES_BUY
215000,3,1.0,"Waun Fach, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/161957759#/?channel=RES_BUY
275000,3,1.0,"Bridge Terrace, Michaelston-y-Fedw, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/162182084#/?channel=RES_BUY
425000,4,2.0,"Heol Y Ffynnon, Efail Isaf, Pontypridd",Detached,https://www.rightmove.co.uk/properties/163153820#/?channel=RES_BUY
325000,3,1.0,"Heol Y Ddol, Caerphilly",Detached,https://www.rightmove.co.uk/properties/163419515#/?channel=RES_BUY
290000,3,1.0,"McCale Avenue, Fairwater, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163419113#/?channel=RES_BUY
320000,3,2.0,"Ridgeway Road, Rumney, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/161504831#/?channel=RES_BUY
215000,2,1.0,"Coldstream Terrace, Cardiff",Apartment,https://www.rightmove.co.uk/properties/162273923#/?channel=RES_BUY
500000,4,2.0,"Colcot Road, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163411685#/?channel=RES_BUY
489950,4,2.0,"Deepdale Close, Penylan, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163410527#/?channel=RES_BUY
379000,3,1.0,"Cherrywood Close, Thornhill, Cardiff",Detached,https://www.rightmove.co.uk/properties/160253147#/?channel=RES_BUY
300000,3,1.0,"Flaxland Avenue, Cardiff, CF14",Terraced,https://www.rightmove.co.uk/properties/160087220#/?channel=RES_BUY
230000,3,1.0,"Abergele Road, Rumney, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/163406546#/?channel=RES_BUY
325000,3,2.0,"Lon Y Goetre Fach, St. Fagans, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162409037#/?channel=RES_BUY
389950,3,1.0,"8 Gwenfo Drive, Wenvoe, CF5 6BR",Detached Bungalow,https://www.rightmove.co.uk/properties/163406243#/?channel=RES_BUY
484995,4,2.0,"Tir Y Bar, Cardiff, CF14",Detached,https://www.rightmove.co.uk/properties/162550604#/?channel=RES_BUY
325000,3,2.0,"Lon Y Goetre Fach, St Fagans",Terraced,https://www.rightmove.co.uk/properties/159702722#/?channel=RES_BUY
260000,3,1.0,"South Clive Street, Grangetown, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/157180985#/?channel=RES_BUY
300000,3,1.0,"Rhodfa Ieuan, Capel Llanilltern",End of Terrace,https://www.rightmove.co.uk/properties/163398254#/?channel=RES_BUY
325000,3,1.0,"Lon Y Goetre Fach, Cardiff, CF5",Terraced,https://www.rightmove.co.uk/properties/162399614#/?channel=RES_BUY
250000,2,1.0,"Stone Field Road, Bedwas, Caerphilly",Semi-Detached,https://www.rightmove.co.uk/properties/163395869#/?channel=RES_BUY
400000,3,1.0,"Merthyr Dyfan Road, Barry",Semi-Detached,https://www.rightmove.co.uk/properties/163395866#/?channel=RES_BUY
260000,3,1.0,"St Christophers Drive, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/163395296#/?channel=RES_BUY
290000,3,2.0,"Michaelston Road, Michaelston, Cardiff CF5 4SW",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/161964953#/?channel=RES_BUY
249950,3,1.0,"Treborth Road, Rumney, Cardiff, CF3",End of Terrace,https://www.rightmove.co.uk/properties/163390895#/?channel=RES_BUY
265000,2,1.0,"Drylla, Dinas Powys, The Vale Of Glamorgan. CF64 4UL",Terraced,https://www.rightmove.co.uk/properties/163390157#/?channel=RES_BUY
215000,2,1.0,"Clos Myddlyn, Beddau, Pontypridd, CF38",Terraced,https://www.rightmove.co.uk/properties/163388975#/?channel=RES_BUY
360000,4,2.0,"Cwrt Yr Hendre, Caerphilly",Detached,https://www.rightmove.co.uk/properties/160308563#/?channel=RES_BUY
280000,3,2.0,"Greenway Road, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/160307645#/?channel=RES_BUY
260000,4,,"Flats, 384 & 386 Cowbridge Road East, Canton, Cardiff, Cardiff, CF5 1JJ",Block of Apartments,https://www.rightmove.co.uk/properties/163387787#/?channel=RES_BUY
260000,4,,"Flats, 384 & 386 Cowbridge Road East, Canton, Cardiff, Cardiff, CF5 1JJ",Block of Apartments,https://www.rightmove.co.uk/properties/163387781#/?channel=RES_BUY
280000,4,2.0,"Mill View, Caerphilly",End of Terrace,https://www.rightmove.co.uk/properties/162640865#/?channel=RES_BUY
285000,2,1.0,"Heol Las, Llantrisant, Pontyclun, CF72",Semi-Detached Bungalow,https://www.rightmove.co.uk/properties/163387535#/?channel=RES_BUY
400000,3,1.0,"Heol Hir, Llanishen, Cardiff. CF14",Semi-Detached,https://www.rightmove.co.uk/properties/163383635#/?channel=RES_BUY
300000,3,3.0,"College Road, Whitchurch, CARDIFF",Semi-Detached,https://www.rightmove.co.uk/properties/163382756#/?channel=RES_BUY
375000,3,1.0,"Althorp Drive, Penarth",Semi-Detached,https://www.rightmove.co.uk/properties/159462578#/?channel=RES_BUY
400000,3,1.0,"Heol Erwin, Rhiwbina, Cardiff. CF14 ",Semi-Detached,https://www.rightmove.co.uk/properties/154957835#/?channel=RES_BUY
429000,4,2.0,"Colcot Road, Barry, CF62",Semi-Detached,https://www.rightmove.co.uk/properties/161586212#/?channel=RES_BUY
259950,3,1.0,"Pentwyn Terrace, Marshfield, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163378685#/?channel=RES_BUY
260000,2,1.0,"Huntsmead Close, Thornhill, CF14",Terraced,https://www.rightmove.co.uk/properties/163378172#/?channel=RES_BUY
375000,2,1.0,"Church Lane, Nantgarw, Cardiff",Detached Bungalow,https://www.rightmove.co.uk/properties/163378130#/?channel=RES_BUY
335000,3,1.0,"College Road, Llandaff North, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162204296#/?channel=RES_BUY
235000,3,1.0,"Heol Cawrdaf, Beddau, Pontypridd, Rhondda Cynon Taff. CF38 2SL",Semi-Detached,https://www.rightmove.co.uk/properties/163376729#/?channel=RES_BUY
285000,3,1.0,"Lansdowne Road, Canton, Cardiff, CF5",Semi-Detached,https://www.rightmove.co.uk/properties/163372979#/?channel=RES_BUY
250000,3,1.0,"Cyfarthfa Street, Roath",Terraced,https://www.rightmove.co.uk/properties/162734888#/?channel=RES_BUY
349995,2,1.0,"Heol Y Forlan, Whitchurch, Cardiff, CF14",Terraced,https://www.rightmove.co.uk/properties/162506798#/?channel=RES_BUY
335000,2,2.0,"Harbour Point, Stuart Street, Cardiff, Caerdydd, CF10",Flat,https://www.rightmove.co.uk/properties/159915653#/?channel=RES_BUY
310000,3,1.0,"Heol Hir, Llanishen, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/158562209#/?channel=RES_BUY
270000,2,1.0,"Lascelles Drive, Pontprennau, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163369889#/?channel=RES_BUY
340000,4,1.0,"Laytonia Avenue, Heath, Cardiff",Terraced,https://www.rightmove.co.uk/properties/160652972#/?channel=RES_BUY
285000,2,1.0,"Hamilton Street,  Pontcanna, Cardiff",Flat,https://www.rightmove.co.uk/properties/149507687#/?channel=RES_BUY
240000,3,1.0,"Russell Close, Bassaleg, Newport, NP10",Semi-Detached,https://www.rightmove.co.uk/properties/159870446#/?channel=RES_BUY
294000,4,2.0,"Cae Cadno, Church Village, Pontypridd, CF38",Detached,https://www.rightmove.co.uk/properties/150047447#/?channel=RES_BUY
260000,3,1.0,"St Christophers Drive, Caerphilly",Terraced,https://www.rightmove.co.uk/properties/163395296#/?channel=RES_BUY
289995,2,1.0,"St. Cenydd Road, Caerphilly, CF83",Bungalow,https://www.rightmove.co.uk/properties/161918948#/?channel=RES_BUY
200000,2,2.0,"Dovercourt House, Prospect Place, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163365122#/?channel=RES_BUY
360000,3,2.0,"Caerphilly Road, Birchgrove, Cardiff",House,https://www.rightmove.co.uk/properties/163365095#/?channel=RES_BUY
325000,2,2.0,"Rhodfa Groes Wen, Cardiff, CF5",End of Terrace,https://www.rightmove.co.uk/properties/163363793#/?channel=RES_BUY
250000,3,1.0,"Hafan Werdd, Caerphilly",Semi-Detached,https://www.rightmove.co.uk/properties/159438803#/?channel=RES_BUY
280000,3,1.0,"Sunnybank, Llantrisant, Pontyclun",End of Terrace,https://www.rightmove.co.uk/properties/161995394#/?channel=RES_BUY
300000,3,2.0,"Stylish Family House, Brabazon Road, Rogerstone",Detached,https://www.rightmove.co.uk/properties/163357157#/?channel=RES_BUY
310000,3,2.0,"Youghal Close, Pontprennau, CARDIFF",End of Terrace,https://www.rightmove.co.uk/properties/158265362#/?channel=RES_BUY
300000,3,1.0,"Half Acre Court, Caerphilly, CF83 3SU",Detached,https://www.rightmove.co.uk/properties/160435433#/?channel=RES_BUY
250000,2,1.0,"The Anchorage, River Walk, Penarth",Apartment,https://www.rightmove.co.uk/properties/162223064#/?channel=RES_BUY
200000,3,1.0,"Queens Drive, Llantwit Fardre, Pontypridd, CF38",Semi-Detached,https://www.rightmove.co.uk/properties/163352381#/?channel=RES_BUY
500000,4,3.0,"Alcan Grove, Rogerstone, Newport. NP10 9ND",Detached,https://www.rightmove.co.uk/properties/163347557#/?channel=RES_BUY
220000,3,1.0,"The Rise, Upper Boat, CF37",Terraced,https://www.rightmove.co.uk/properties/163346378#/?channel=RES_BUY
475000,4,1.0,"Cowbridge Road West, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/158861024#/?channel=RES_BUY
325000,5,2.0,"Brynhyfryd Terrace, Machen, CF83",Semi-Detached,https://www.rightmove.co.uk/properties/163341482#/?channel=RES_BUY
300000,4,1.0,"Heol Y Wern, Pontypandy, Caerphilly, CF83 3EY",Semi-Detached,https://www.rightmove.co.uk/properties/163340138#/?channel=RES_BUY
495000,3,1.0,"Coleridge Avenue, Penarth",Semi-Detached,https://www.rightmove.co.uk/properties/163339130#/?channel=RES_BUY
205000,2,1.0,"Pearl Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/158692517#/?channel=RES_BUY
200000,3,1.0,"Awel Mor, Llanedeyrn, Cardiff",Terraced,https://www.rightmove.co.uk/properties/154244726#/?channel=RES_BUY
290000,3,1.0,"Caeglas Avenue, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163334633#/?channel=RES_BUY
210000,3,1.0,"Penrhyn Close, Rumney, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/161225030#/?channel=RES_BUY
260000,3,1.0,"Cowbridge Road West, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/161668145#/?channel=RES_BUY
320000,3,1.0,"Dalcross Street, Roath, Cardiff, CF24",End of Terrace,https://www.rightmove.co.uk/properties/163331081#/?channel=RES_BUY
350000,4,2.0,"Clos Gwastir, Caerphilly, CF83",Detached,https://www.rightmove.co.uk/properties/163329827#/?channel=RES_BUY
275000,3,1.0,"Diana Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162511757#/?channel=RES_BUY
230000,3,1.0,"Llys Corrwg, Pontypridd",Semi-Detached,https://www.rightmove.co.uk/properties/163329581#/?channel=RES_BUY
240000,4,2.0,"Aberdaron Road, Rumney, Cardiff",Terraced,https://www.rightmove.co.uk/properties/162035144#/?channel=RES_BUY
480000,3,1.0,"Thornwood Close, Thornhill, Cardiff",Detached,https://www.rightmove.co.uk/properties/163326563#/?channel=RES_BUY
230000,2,1.0,"Amherst Street, Cardiff",Terraced,https://www.rightmove.co.uk/properties/161662871#/?channel=RES_BUY
230000,3,1.0,"Llwyncrwn Road, Beddau, Pontypridd, CF38",Detached Bungalow,https://www.rightmove.co.uk/properties/163323368#/?channel=RES_BUY
325000,2,1.0,"Conway Road, Cardiff",Apartment,https://www.rightmove.co.uk/properties/163314677#/?channel=RES_BUY
260000,2,1.0,"Mortimer Avenue, Old St. Mellons, Cardiff",Semi-Detached,https://www.rightmove.co.uk/properties/163313627#/?channel=RES_BUY
285000,3,2.0,"Heritage Park, St. Mellons, Cardiff. CF3",Semi-Detached,https://www.rightmove.co.uk/properties/163310600#/?channel=RES_BUY
325000,3,1.0,"Radnor Road, Canton, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163308500#/?channel=RES_BUY
325000,3,1.0,"Pembroke Road, Canton, Cardiff",End of Terrace,https://www.rightmove.co.uk/properties/158982407#/?channel=RES_BUY
250000,3,1.0,"Moorland Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/163305434#/?channel=RES_BUY
280000,3,1.0,"Detached House, Brigantine Grove, Newport",Detached,https://www.rightmove.co.uk/properties/163305416#/?channel=RES_BUY
325000,3,2.0,"Taliesin Court, Cardiff, CF10",House,https://www.rightmove.co.uk/properties/163303115#/?channel=RES_BUY
315000,3,1.0,"Atlas Road, Cardiff",Terraced,https://www.rightmove.co.uk/properties/160770665#/?channel=RES_BUY
230000,2,2.0,"Havannah Street, Cardiff(City), CF10",Flat,https://www.rightmove.co.uk/properties/163292414#/?channel=RES_BUY
345000,3,2.0,"Maple Fields, Llanrumney, Cardiff",Detached,https://www.rightmove.co.uk/properties/163297130#/?channel=RES_BUY
285000,4,1.0,"Court Road, Barry",Terraced,https://www.rightmove.co.uk/properties/159417746#/?channel=RES_BUY
290000,3,1.0,"St Davids Drive, Caerphilly",Detached,https://www.rightmove.co.uk/properties/163294427#/?channel=RES_BUY
325000,3,1.0,"High Street, Penarth",End of Terrace,https://www.rightmove.co.uk/properties/163294052#/?channel=RES_BUY
325000,3,1.0,"Mardy Close, Caerphilly, CF83",Bungalow,https://www.rightmove.co.uk/properties/163289912#/?channel=RES_BUY
235000,2,1.0,"Warwick Street, Cardiff(City), CF11",Terraced,https://www.rightmove.co.uk/properties/163288985#/?channel=RES_BUY
298500,0,0.0,"Peterston-Super-Ely, Cardiff, CF5",Plot,https://www.rightmove.co.uk/properties/156684851#/?channel=COM_BUY
495000,3,1.0,"7 Longmeadow Drive, Dinas Powys, CF64 4TA",Detached Bungalow,https://www.rightmove.co.uk/properties/158461148#/?channel=RES_BUY
295000,3,1.0,"Drum Tower View, Caerphilly, CF83",Semi-Detached,https://www.rightmove.co.uk/properties/163279085#/?channel=RES_BUY
210000,3,1.0,"Garden Street, Llanbradach, CF83",Terraced,https://www.rightmove.co.uk/properties/163860971#/?channel=RES_BUY
280000,3,1.0,"Park Avenue, Bedwas, Caerphilly, CF83 8AL",Semi-Detached,https://www.rightmove.co.uk/properties/163278209#/?channel=RES_BUY
265000,4,1.0,"Bromsgrove Street, Cardiff, CF11",Terraced,https://www.rightmove.co.uk/properties/163278023#/?channel=RES_BUY
400000,3,1.0,"Plassey Street, Penarth",Terraced,https://www.rightmove.co.uk/properties/157199645#/?channel=RES_BUY
